  100,0.296,0.334,0.317,0.311,0.301,0.304
  500,0.3122,0.3282,0.3246,0.3218,0.3176,0.314
  1000,0.3149,0.3275,0.3169,0.3252,0.3162,0.3324
  1500,0.3202666667,0.3320666667,0.3231333333,0.3322,0.3338,0.3293
  2000,0.31475,0.33445,0.32335,0.33025,0.3249,0.3306
 
